datum,cases,vaccination_atLeastOneDosePersons,vaccination_firstBoosterPersons,vaccination_fullyVaccPersons,vaccination_partiallyVaccPersons,certificate_all,certificate_recovered,certificate_tested,certificate_vacinated,hospitalisation,hosp_capacity_icu_covid,hosp_capacity_total_covid,death
2021-04-12,2743,31315.0,0.0,12978.0,18337.0,,,,,97,203.0,1080.0,3
2021-04-13,2375,37369.0,0.0,16674.0,20695.0,,,,,59,216.0,1077.0,10
2021-04-14,2214,40035.0,0.0,16914.0,23121.0,,,,,65,221.0,1033.0,6
2021-04-15,2147,41349.0,0.0,17102.0,24247.0,,,,,86,229.0,972.0,4
2021-04-16,2121,38689.0,0.0,16203.0,22486.0,,,,,73,242.0,993.0,7
2021-04-17,1430,14476.0,1.0,3761.0,10715.0,,,,,58,232.0,920.0,9
2021-04-18,1048,5496.0,0.0,924.0,4572.0,,,,,52,229.0,974.0,7
2021-04-19,2744,36268.0,0.0,15136.0,21132.0,,,,,74,243.0,1056.0,8
2021-04-20,2391,44152.0,2.0,19789.0,24363.0,,,,,81,235.0,1022.0,9
2021-04-21,2309,46968.0,0.0,20620.0,26348.0,,,,,82,239.0,1045.0,5
2021-04-22,2266,51064.0,0.0,23929.0,27135.0,,,,,60,239.0,1067.0,7
2021-04-23,2165,46218.0,1.0,20362.0,25856.0,,,,,73,243.0,1038.0,10
2021-04-24,1456,21132.0,0.0,6383.0,14749.0,,,,,63,231.0,959.0,6
2021-04-25,1188,9415.0,0.0,2698.0,6717.0,,,,,54,233.0,994.0,9
2021-04-26,2442,38047.0,0.0,19217.0,18830.0,,,,,94,248.0,1109.0,13
2021-04-27,2038,49949.0,0.0,24814.0,25135.0,,,,,72,250.0,1093.0,11
2021-04-28,2009,52283.0,0.0,21823.0,30460.0,,,,,66,255.0,1077.0,7
2021-04-29,1711,50207.0,0.0,23286.0,26921.0,,,,,64,253.0,1023.0,8
2021-04-30,1677,52856.0,0.0,12575.0,40281.0,,,,,61,252.0,1021.0,9
2021-05-01,1159,26409.0,0.0,3925.0,22484.0,,,,,64,230.0,943.0,12
2021-05-02,832,11848.0,0.0,1006.0,10842.0,,,,,40,206.0,886.0,8
2021-05-03,2019,51669.0,1.0,10312.0,41357.0,,,,,64,,,5
2021-05-04,1735,55433.0,0.0,21642.0,33791.0,,,,,46,187.0,858.0,4
2021-05-05,1649,53021.0,0.0,26756.0,26265.0,,,,,56,227.0,950.0,11
2021-05-06,1484,60035.0,0.0,31703.0,28332.0,,,,,48,214.0,911.0,4
2021-05-07,1573,56359.0,0.0,30679.0,25680.0,,,,,44,211.0,833.0,7
2021-05-08,1062,30269.0,0.0,10674.0,19595.0,,,,,35,184.0,737.0,5
2021-05-09,779,12999.0,0.0,3380.0,9619.0,,,,,43,147.0,670.0,5
2021-05-10,1718,47548.0,0.0,34110.0,13438.0,,,,,43,170.0,751.0,6
2021-05-11,1383,56319.0,0.0,40739.0,15580.0,,,,,40,191.0,838.0,4
2021-05-12,1441,55929.0,1.0,43136.0,12793.0,,,,,37,192.0,804.0,0
2021-05-13,672,30801.0,0.0,15723.0,15078.0,,,,,30,136.0,581.0,5
2021-05-14,1169,46042.0,0.0,36725.0,9317.0,,,,,31,180.0,681.0,4
2021-05-15,803,31657.0,0.0,13219.0,18438.0,,,,,29,181.0,651.0,2
2021-05-16,653,15124.0,0.0,4377.0,10747.0,,,,,28,176.0,638.0,9
2021-05-17,1671,43522.0,0.0,41857.0,1665.0,,,,,41,185.0,682.0,1
2021-05-18,1343,53619.0,5.0,48470.0,5149.0,,,,,40,181.0,683.0,3
2021-05-19,1213,57278.0,0.0,47030.0,10248.0,,,,,47,146.0,569.0,6
2021-05-20,1040,59043.0,0.0,52568.0,6475.0,,,,,38,163.0,646.0,3
2021-05-21,984,57167.0,1.0,46503.0,10664.0,,,,,30,165.0,629.0,10
2021-05-22,623,31456.0,0.0,17031.0,14425.0,,,,,25,108.0,372.0,5
2021-05-23,471,13100.0,0.0,6110.0,6990.0,,,,,30,135.0,467.0,5
2021-05-24,582,31450.0,1.0,19666.0,11784.0,,,,,15,112.0,501.0,4
2021-05-25,1146,50575.0,0.0,52798.0,-2223.0,,,,,26,145.0,620.0,4
2021-05-26,926,55143.0,1.0,53778.0,1365.0,,,,,26,138.0,586.0,2
2021-05-27,849,57578.0,0.0,52437.0,5141.0,,,,,24,142.0,559.0,3
2021-05-28,751,53121.0,0.0,54305.0,-1184.0,,,,,25,138.0,533.0,2
2021-05-29,499,28866.0,0.0,26446.0,2420.0,,,,,21,123.0,462.0,4
2021-05-30,357,14102.0,0.0,10985.0,3117.0,,,,,12,107.0,429.0,0
2021-05-31,856,45333.0,0.0,49692.0,-4359.0,,,,,21,133.0,488.0,2
2021-06-01,652,56137.0,0.0,54643.0,1494.0,,,,,19,124.0,463.0,1
2021-06-02,551,59754.0,0.0,55112.0,4642.0,,,,,12,126.0,416.0,3
2021-06-03,469,56089.0,1.0,49747.0,6342.0,,,,,17,113.0,394.0,6
2021-06-04,491,56952.0,1.0,56641.0,311.0,,,,,25,123.0,397.0,4
2021-06-05,313,44783.0,0.0,30383.0,14400.0,,,,,13,105.0,339.0,2
2021-06-06,187,16026.0,0.0,12237.0,3789.0,,,,,13,108.0,343.0,6
2021-06-07,585,53721.0,0.0,50267.0,3454.0,265.0,14.0,2.0,249.0,17,110.0,379.0,2
2021-06-08,417,57243.0,0.0,57504.0,-261.0,3537.0,12.0,6.0,3519.0,11,98.0,355.0,2
2021-06-09,376,60395.0,0.0,55333.0,5062.0,19581.0,11.0,2.0,19568.0,14,97.0,337.0,2
2021-06-10,304,63860.0,0.0,44965.0,18895.0,90845.0,17.0,8.0,90820.0,12,98.0,320.0,3
2021-06-11,318,61493.0,1.0,49885.0,11608.0,142794.0,22.0,45.0,142727.0,9,94.0,270.0,2
2021-06-12,194,42674.0,0.0,30450.0,12224.0,70566.0,6.0,3.0,70557.0,8,76.0,239.0,2
2021-06-13,121,12112.0,0.0,15271.0,-3159.0,121893.0,39.0,63.0,121791.0,6,77.0,243.0,2
2021-06-14,328,55429.0,1.0,45514.0,9915.0,226536.0,21140.0,70.0,205326.0,12,85.0,263.0,0
2021-06-15,233,54322.0,0.0,53275.0,1047.0,286096.0,6575.0,114.0,279407.0,11,83.0,256.0,1
2021-06-16,191,51554.0,0.0,54851.0,-3297.0,235318.0,3883.0,164.0,231271.0,5,73.0,243.0,4
2021-06-17,157,51468.0,0.0,58240.0,-6772.0,128785.0,4274.0,368.0,124143.0,5,72.0,211.0,3
2021-06-18,149,48319.0,0.0,57633.0,-9314.0,476930.0,5233.0,435.0,471262.0,6,71.0,196.0,3
2021-06-19,103,34838.0,0.0,30514.0,4324.0,37306.0,1239.0,273.0,35794.0,6,54.0,160.0,0
2021-06-20,78,9834.0,0.0,12053.0,-2219.0,49400.0,1470.0,161.0,47769.0,3,60.0,173.0,1
2021-06-21,165,46857.0,0.0,45303.0,1554.0,258680.0,3841.0,341.0,254498.0,7,68.0,197.0,2
2021-06-22,122,42070.0,0.0,53346.0,-11276.0,181743.0,4081.0,500.0,177162.0,8,59.0,172.0,0
2021-06-23,127,38911.0,0.0,54063.0,-15152.0,108960.0,5326.0,769.0,102865.0,3,55.0,171.0,1
2021-06-24,113,35482.0,0.0,55942.0,-20460.0,89943.0,5419.0,1390.0,83134.0,1,55.0,167.0,1
2021-06-25,98,36680.0,0.0,54289.0,-17609.0,138383.0,5282.0,5280.0,127821.0,6,48.0,145.0,1
2021-06-26,60,24809.0,0.0,28535.0,-3726.0,52079.0,1546.0,4903.0,45630.0,0,44.0,136.0,0
2021-06-27,59,5134.0,0.0,13835.0,-8701.0,33487.0,1621.0,1154.0,30712.0,4,44.0,127.0,2
2021-06-28,150,25767.0,2.0,50963.0,-25196.0,137425.0,2608.0,5272.0,129545.0,6,47.0,137.0,0
2021-06-29,115,24763.0,0.0,56441.0,-31678.0,100117.0,1959.0,5428.0,92730.0,2,41.0,122.0,2
2021-06-30,159,22983.0,0.0,61971.0,-38988.0,218685.0,2223.0,11122.0,205340.0,1,36.0,121.0,0
2021-07-01,169,19892.0,0.0,54641.0,-34749.0,144685.0,1928.0,22841.0,119916.0,3,35.0,107.0,0
2021-07-02,165,20187.0,0.0,56009.0,-35822.0,114038.0,2048.0,39449.0,72541.0,2,31.0,115.0,1
2021-07-03,129,10255.0,0.0,38038.0,-27783.0,78453.0,1197.0,32013.0,45243.0,1,16.0,43.0,0
2021-07-04,139,2700.0,0.0,12445.0,-9745.0,40202.0,1305.0,12074.0,26823.0,2,17.0,51.0,0
2021-07-05,310,15662.0,1.0,57042.0,-41380.0,93170.0,1804.0,17996.0,73370.0,4,27.0,92.0,0
2021-07-06,289,18418.0,0.0,56309.0,-37891.0,106959.0,1756.0,20550.0,84653.0,5,27.0,86.0,0
2021-07-07,321,16286.0,0.0,55396.0,-39110.0,217725.0,1673.0,26301.0,189751.0,4,25.0,77.0,0
2021-07-08,316,13672.0,0.0,58709.0,-45037.0,136350.0,1656.0,39242.0,95452.0,5,24.0,74.0,0
2021-07-09,328,14032.0,1.0,57513.0,-43481.0,180297.0,2136.0,63955.0,114206.0,6,24.0,79.0,1
2021-07-10,256,6364.0,0.0,35980.0,-29616.0,108484.0,1606.0,48258.0,58620.0,2,19.0,54.0,1
2021-07-11,230,2502.0,0.0,10531.0,-8029.0,50130.0,1433.0,18834.0,29863.0,2,19.0,57.0,1
2021-07-12,570,13475.0,0.0,57423.0,-43948.0,126205.0,2258.0,26064.0,97883.0,11,25.0,86.0,0
2021-07-13,523,14404.0,2.0,55833.0,-41429.0,122272.0,2445.0,25063.0,94764.0,5,21.0,73.0,1
2021-07-14,590,14640.0,0.0,49053.0,-34413.0,106133.0,1600.0,33739.0,70794.0,4,21.0,75.0,0
2021-07-15,620,13873.0,0.0,48509.0,-34636.0,127618.0,1494.0,53298.0,72826.0,9,24.0,81.0,0
2021-07-16,645,14354.0,0.0,47420.0,-33066.0,155462.0,1471.0,78818.0,75173.0,11,25.0,90.0,0
2021-07-17,454,5707.0,1.0,27397.0,-21690.0,100603.0,802.0,59202.0,40599.0,12,14.0,33.0,1
2021-07-18,393,768.0,0.0,7053.0,-6285.0,44416.0,1085.0,22961.0,20370.0,10,13.0,32.0,0
2021-07-19,857,12045.0,0.0,52156.0,-40111.0,103411.0,1477.0,30703.0,71231.0,10,33.0,145.0,1
2021-07-20,736,12800.0,0.0,43181.0,-30381.0,94020.0,1318.0,28726.0,63976.0,8,30.0,123.0,0
2021-07-21,873,13341.0,1.0,36814.0,-23473.0,94414.0,1355.0,34995.0,58064.0,14,29.0,122.0,2
2021-07-22,724,11674.0,0.0,33975.0,-22301.0,105194.0,1158.0,54145.0,49891.0,20,31.0,133.0,0
2021-07-23,743,13607.0,0.0,35728.0,-22121.0,130261.0,1182.0,80146.0,48933.0,18,32.0,140.0,0
2021-07-24,539,5526.0,0.0,20276.0,-14750.0,91526.0,719.0,60823.0,29984.0,10,23.0,66.0,1
2021-07-25,480,807.0,0.0,4057.0,-3250.0,36134.0,825.0,22991.0,12318.0,9,22.0,66.0,1
2021-07-26,951,13552.0,0.0,30288.0,-16736.0,81969.0,1356.0,33080.0,47533.0,12,39.0,162.0,1
2021-07-27,740,11542.0,0.0,24735.0,-13193.0,72299.0,1121.0,28997.0,42181.0,17,36.0,152.0,6
2021-07-28,785,11972.0,2.0,20651.0,-8679.0,68686.0,1167.0,33362.0,34157.0,17,38.0,173.0,3
2021-07-29,784,11228.0,0.0,20449.0,-9221.0,80189.0,1101.0,47033.0,32055.0,19,33.0,167.0,1
2021-07-30,803,12711.0,0.0,20260.0,-7549.0,106277.0,1168.0,72446.0,32663.0,22,36.0,165.0,0
2021-07-31,656,4507.0,0.0,7201.0,-2694.0,75077.0,855.0,62423.0,11799.0,16,24.0,77.0,0
2021-08-01,535,330.0,0.0,1141.0,-811.0,29135.0,656.0,23947.0,4532.0,18,23.0,70.0,1
2021-08-02,1235,7836.0,1.0,14509.0,-6673.0,60051.0,1106.0,34417.0,24528.0,25,41.0,182.0,1
2021-08-03,991,9035.0,0.0,18057.0,-9022.0,58290.0,1256.0,26564.0,30470.0,23,47.0,214.0,1
2021-08-04,1071,10549.0,0.0,14356.0,-3807.0,53623.0,1093.0,28113.0,24417.0,25,51.0,218.0,0
2021-08-05,1122,10389.0,0.0,15801.0,-5412.0,64521.0,1132.0,40161.0,23228.0,35,53.0,225.0,0
2021-08-06,1152,11612.0,0.0,17317.0,-5705.0,91437.0,1280.0,62889.0,27268.0,19,55.0,251.0,0
2021-08-07,1047,4169.0,1.0,5321.0,-1152.0,61768.0,971.0,51310.0,9487.0,32,26.0,78.0,0
2021-08-08,1008,237.0,0.0,628.0,-391.0,27889.0,638.0,22429.0,4822.0,22,30.0,100.0,1
2021-08-09,2321,9383.0,0.0,13923.0,-4540.0,50306.0,1245.0,27831.0,21230.0,45,72.0,284.0,2
2021-08-10,2034,9994.0,0.0,14055.0,-4061.0,48633.0,1442.0,24159.0,23032.0,33,75.0,307.0,2
2021-08-11,2085,10672.0,1.0,14663.0,-3991.0,50303.0,1635.0,25801.0,22867.0,56,79.0,332.0,3
2021-08-12,2168,12665.0,1.0,14798.0,-2133.0,62355.0,1463.0,36730.0,24162.0,45,82.0,343.0,2
2021-08-13,2209,13268.0,2.0,15794.0,-2526.0,87869.0,1603.0,61828.0,24438.0,60,87.0,365.0,1
2021-08-14,1679,5811.0,2.0,4971.0,840.0,61437.0,1080.0,52131.0,8226.0,61,46.0,171.0,3
2021-08-15,1651,311.0,0.0,303.0,8.0,23088.0,836.0,20142.0,2110.0,82,35.0,136.0,2
2021-08-16,3951,9707.0,0.0,13669.0,-3962.0,47684.0,1980.0,24514.0,21190.0,75,122.0,533.0,3
2021-08-17,2840,11097.0,3.0,13147.0,-2050.0,49764.0,2304.0,24064.0,23396.0,77,141.0,572.0,4
2021-08-18,2712,12856.0,0.0,14646.0,-1790.0,51381.0,2064.0,26551.0,22766.0,78,163.0,601.0,1
2021-08-19,2513,14037.0,1.0,12857.0,1180.0,62983.0,2007.0,39432.0,21544.0,82,166.0,631.0,4
2021-08-20,2561,16582.0,0.0,16601.0,-19.0,93552.0,1837.0,67984.0,23731.0,81,179.0,666.0,7
2021-08-21,1748,7498.0,1.0,5204.0,2294.0,68894.0,1569.0,56497.0,10828.0,60,137.0,471.0,3
2021-08-22,1631,465.0,0.0,446.0,19.0,24168.0,1205.0,20372.0,2591.0,78,138.0,494.0,4
2021-08-23,3854,11743.0,1.0,11658.0,85.0,47423.0,2288.0,25923.0,19212.0,96,204.0,752.0,6
2021-08-24,2916,12883.0,0.0,12401.0,482.0,49344.0,2554.0,24387.0,22403.0,72,221.0,802.0,8
2021-08-25,2767,16015.0,1.0,13952.0,2063.0,56148.0,2760.0,31346.0,22042.0,68,213.0,791.0,4
2021-08-26,2693,17253.0,1.0,13293.0,3960.0,69040.0,2462.0,43219.0,23359.0,79,234.0,825.0,7
2021-08-27,2597,20365.0,3.0,15799.0,4566.0,105652.0,2577.0,79830.0,23245.0,70,248.0,809.0,4
2021-08-28,1674,11833.0,2.0,6440.0,5393.0,80183.0,1753.0,65383.0,13047.0,45,254.0,759.0,8
2021-08-29,1390,1547.0,0.0,511.0,1036.0,28518.0,1754.0,23691.0,3073.0,62,220.0,643.0,5
2021-08-30,3562,14814.0,2.0,9147.0,5667.0,49194.0,2445.0,27206.0,19543.0,79,231.0,734.0,13
2021-08-31,2974,15499.0,1.0,9924.0,5575.0,55802.0,2804.0,30920.0,22078.0,67,201.0,684.0,4
2021-09-01,2943,17593.0,0.0,11969.0,5624.0,56996.0,2761.0,32186.0,22049.0,65,269.0,869.0,8
2021-09-02,3052,18568.0,1.0,11172.0,7396.0,69888.0,2695.0,47092.0,20101.0,61,277.0,829.0,4
2021-09-03,3078,21645.0,4.0,12943.0,8702.0,120012.0,2591.0,94105.0,23316.0,58,278.0,801.0,8
2021-09-04,1760,11782.0,0.0,5755.0,6027.0,89617.0,1798.0,77986.0,9833.0,43,275.0,772.0,6
2021-09-05,1399,2388.0,1.0,527.0,1861.0,32863.0,1627.0,27153.0,4083.0,43,277.0,774.0,9
2021-09-06,3995,15441.0,1.0,9363.0,6078.0,51132.0,3252.0,29758.0,18122.0,67,287.0,820.0,8
2021-09-07,3044,16264.0,1.0,10611.0,5653.0,58088.0,3486.0,34119.0,20483.0,52,283.0,830.0,11
2021-09-08,3061,22145.0,0.0,12905.0,9240.0,72137.0,4523.0,41075.0,26539.0,60,292.0,821.0,7
2021-09-09,2769,24555.0,3.0,12190.0,12365.0,82154.0,4368.0,48963.0,28823.0,46,281.0,835.0,7
2021-09-10,2624,29685.0,3.0,17159.0,12526.0,129683.0,4115.0,92149.0,33419.0,47,283.0,826.0,5
2021-09-11,1551,20762.0,0.0,8685.0,12077.0,99000.0,2420.0,77624.0,18956.0,46,271.0,762.0,7
2021-09-12,1106,3926.0,0.0,974.0,2952.0,34998.0,1092.0,28632.0,5274.0,44,267.0,789.0,9
2021-09-13,2765,23385.0,1.0,11639.0,11746.0,96978.0,4760.0,59697.0,32521.0,57,276.0,833.0,8
2021-09-14,2296,25024.0,1.0,13025.0,11999.0,101246.0,4113.0,62631.0,34502.0,50,267.0,824.0,3
2021-09-15,2242,28681.0,4.0,16213.0,12468.0,111917.0,4019.0,69209.0,38689.0,44,263.0,802.0,7
2021-09-16,1998,25397.0,3.0,15994.0,9403.0,124978.0,3540.0,87403.0,34035.0,38,262.0,770.0,3
2021-09-17,1692,27553.0,1.0,20075.0,7478.0,195467.0,3652.0,153691.0,38124.0,58,265.0,711.0,11
2021-09-18,1027,15605.0,0.0,9896.0,5709.0,135417.0,2208.0,115304.0,17905.0,34,249.0,679.0,4
2021-09-19,702,3078.0,0.0,788.0,2290.0,47692.0,1980.0,38664.0,7048.0,33,242.0,687.0,6
2021-09-20,1879,17873.0,5.0,12436.0,5437.0,98787.0,2918.0,68796.0,27073.0,46,234.0,687.0,4
2021-09-21,1703,20297.0,6.0,14040.0,6257.0,106453.0,3581.0,74122.0,28750.0,45,227.0,695.0,4
2021-09-22,1531,20949.0,5.0,16119.0,4830.0,111935.0,2769.0,79307.0,29859.0,44,227.0,673.0,6
2021-09-23,1377,19630.0,12.0,17493.0,2137.0,129973.0,2723.0,97057.0,30193.0,32,206.0,674.0,7
2021-09-24,1344,18521.0,4.0,21110.0,-2589.0,214724.0,2574.0,175621.0,36529.0,35,213.0,619.0,9
2021-09-25,886,10994.0,0.0,13032.0,-2038.0,154251.0,1328.0,131317.0,21606.0,19,197.0,541.0,5
2021-09-26,608,2149.0,1.0,1333.0,816.0,51326.0,1346.0,43917.0,6063.0,30,189.0,514.0,7
2021-09-27,1660,12166.0,5.0,15483.0,-3317.0,110918.0,3552.0,78436.0,28930.0,44,175.0,525.0,3
2021-09-28,1208,12993.0,5.0,13848.0,-855.0,111898.0,2691.0,78744.0,30463.0,21,187.0,562.0,7
2021-09-29,1187,13514.0,10.0,18386.0,-4872.0,120695.0,2200.0,86901.0,31594.0,24,170.0,520.0,10
2021-09-30,1196,11378.0,2.0,17576.0,-6198.0,148225.0,2207.0,117758.0,28260.0,16,176.0,500.0,1
2021-10-01,1139,12367.0,2.0,21441.0,-9074.0,218934.0,2237.0,182300.0,34397.0,26,173.0,484.0,5
2021-10-02,786,6984.0,2.0,11354.0,-4370.0,147497.0,1182.0,128704.0,17611.0,15,162.0,452.0,5
2021-10-03,473,1506.0,0.0,2072.0,-566.0,50892.0,904.0,43299.0,6689.0,25,160.0,458.0,3
2021-10-04,1278,8495.0,5.0,17192.0,-8697.0,111600.0,2544.0,79444.0,29612.0,34,157.0,484.0,4
2021-10-05,1033,8755.0,14.0,16358.0,-7603.0,105278.0,1978.0,74594.0,28706.0,24,164.0,462.0,6
2021-10-06,1008,10157.0,8.0,20341.0,-10184.0,121930.0,1870.0,86988.0,33072.0,30,160.0,430.0,1
2021-10-07,1012,8382.0,3.0,20017.0,-11635.0,139233.0,1715.0,103561.0,33957.0,17,157.0,434.0,8
2021-10-08,915,9619.0,10.0,26040.0,-16421.0,227319.0,1620.0,188844.0,36855.0,25,149.0,408.0,3
2021-10-09,638,5977.0,1.0,15328.0,-9351.0,167713.0,922.0,146173.0,20618.0,20,141.0,375.0,5
2021-10-10,480,931.0,2.0,2477.0,-1546.0,68301.0,702.0,61278.0,6321.0,18,131.0,352.0,4
2021-10-11,1173,7306.0,2.0,19359.0,-12053.0,100003.0,8068.0,49375.0,42560.0,21,141.0,410.0,10
2021-10-12,965,7641.0,3.0,19660.0,-12019.0,80262.0,1744.0,48046.0,30472.0,33,131.0,393.0,6
2021-10-13,964,9035.0,3.0,25523.0,-16488.0,94561.0,1414.0,56607.0,36540.0,20,130.0,389.0,6
2021-10-14,958,8073.0,3.0,22801.0,-14728.0,120742.0,1247.0,65631.0,53864.0,20,124.0,368.0,3
2021-10-15,987,9237.0,7.0,28353.0,-19116.0,161177.0,1265.0,118918.0,40994.0,28,118.0,356.0,3
2021-10-16,701,5321.0,2.0,13885.0,-8564.0,102544.0,837.0,81957.0,19750.0,19,117.0,360.0,0
2021-10-17,681,511.0,0.0,1469.0,-958.0,31286.0,724.0,25267.0,5295.0,17,116.0,348.0,4
2021-10-18,1571,6151.0,28.0,18414.0,-12263.0,80389.0,1331.0,47266.0,31792.0,23,113.0,381.0,2
2021-10-19,1289,6426.0,17.0,18853.0,-12427.0,83266.0,1608.0,51536.0,30122.0,27,108.0,387.0,6
2021-10-20,1432,7066.0,13.0,21488.0,-14422.0,87901.0,1355.0,55150.0,31396.0,33,113.0,366.0,9
2021-10-21,1371,6060.0,15.0,18565.0,-12505.0,94315.0,1444.0,64248.0,28623.0,28,102.0,364.0,3
2021-10-22,1355,7123.0,11.0,20431.0,-13308.0,151588.0,1468.0,120464.0,29656.0,24,100.0,366.0,5
2021-10-23,953,4249.0,3.0,11299.0,-7050.0,97195.0,1014.0,78758.0,17423.0,24,99.0,369.0,3
2021-10-24,728,460.0,1.0,1295.0,-835.0,25015.0,643.0,21030.0,3342.0,22,103.0,396.0,4
2021-10-25,2024,4506.0,10.0,12903.0,-8397.0,69526.0,1557.0,45410.0,22559.0,36,97.0,405.0,8
2021-10-26,1700,4810.0,20.0,13322.0,-8512.0,75541.0,1744.0,51455.0,22342.0,32,98.0,402.0,5
2021-10-27,1809,5677.0,61.0,14865.0,-9188.0,78205.0,1701.0,53328.0,23176.0,35,102.0,379.0,9
2021-10-28,1805,4743.0,43.0,12104.0,-7361.0,85426.0,1767.0,64739.0,18920.0,33,110.0,407.0,7
2021-10-29,1865,5667.0,85.0,14989.0,-9322.0,162040.0,1745.0,133579.0,26716.0,27,111.0,411.0,4
2021-10-30,1259,2766.0,8.0,6118.0,-3352.0,107792.0,1170.0,96279.0,10343.0,34,107.0,401.0,6
2021-10-31,1081,233.0,0.0,473.0,-240.0,30613.0,1131.0,26898.0,2584.0,40,100.0,409.0,5
2021-11-01,2344,3052.0,90.0,6456.0,-3404.0,56499.0,1577.0,41739.0,13183.0,51,111.0,465.0,5
2021-11-02,2984,4262.0,156.0,9166.0,-4904.0,66230.0,2146.0,47718.0,16366.0,47,107.0,479.0,3
2021-11-03,2837,4963.0,250.0,10391.0,-5428.0,75265.0,2498.0,55430.0,17337.0,43,101.0,472.0,3
2021-11-04,2846,4343.0,446.0,8043.0,-3700.0,76612.0,2595.0,59379.0,14638.0,42,103.0,484.0,3
2021-11-05,2754,5372.0,702.0,10746.0,-5374.0,144837.0,2462.0,123008.0,19367.0,40,105.0,475.0,7
2021-11-06,1931,2813.0,657.0,5339.0,-2526.0,103476.0,1849.0,93474.0,8153.0,42,114.0,493.0,3
2021-11-07,1536,188.0,19.0,297.0,-109.0,25309.0,1361.0,20797.0,3151.0,38,108.0,489.0,10
2021-11-08,4204,5093.0,2796.0,7204.0,-2111.0,75803.0,12730.0,45702.0,17371.0,45,119.0,554.0,10
2021-11-09,3736,5618.0,5752.0,7018.0,-1400.0,70770.0,3237.0,47749.0,19784.0,62,125.0,568.0,10
2021-11-10,3970,6603.0,7488.0,8683.0,-2080.0,83226.0,3099.0,56489.0,23638.0,56,122.0,572.0,4
2021-11-11,3953,5188.0,10717.0,7063.0,-1875.0,92696.0,3130.0,64143.0,25423.0,58,121.0,575.0,13
2021-11-12,4147,7176.0,11512.0,9516.0,-2340.0,154305.0,2952.0,121457.0,29896.0,57,122.0,608.0,7
2021-11-13,2709,4708.0,6099.0,5268.0,-560.0,110266.0,3075.0,92759.0,14432.0,58,127.0,614.0,7
2021-11-14,2166,743.0,1303.0,437.0,306.0,26632.0,1745.0,20833.0,4054.0,56,129.0,674.0,8
2021-11-15,6132,3874.0,24529.0,5524.0,-1650.0,79106.0,3317.0,41507.0,34282.0,89,128.0,698.0,6
2021-11-16,5626,4049.0,29226.0,4921.0,-872.0,97980.0,6326.0,51041.0,40613.0,70,141.0,709.0,14
2021-11-17,6186,4772.0,34300.0,6363.0,-1591.0,108885.0,6697.0,56385.0,45803.0,82,144.0,738.0,12
2021-11-18,6059,4263.0,36620.0,5429.0,-1166.0,117913.0,7575.0,65177.0,45161.0,98,145.0,732.0,14
2021-11-19,6198,5146.0,34794.0,7106.0,-1960.0,183935.0,7684.0,128577.0,47674.0,86,154.0,779.0,6
2021-11-20,4143,2950.0,14550.0,3629.0,-679.0,114247.0,4376.0,88255.0,21616.0,61,142.0,757.0,8
2021-11-21,3408,353.0,3198.0,351.0,2.0,29500.0,3519.0,19262.0,6719.0,72,158.0,860.0,12
2021-11-22,9170,3695.0,34280.0,4463.0,-768.0,92544.0,8778.0,39538.0,44228.0,93,171.0,932.0,17
2021-11-23,8012,3588.0,41501.0,3987.0,-399.0,130975.0,8714.0,51942.0,70319.0,91,169.0,984.0,18
2021-11-24,8468,4640.0,44934.0,5494.0,-854.0,122000.0,7938.0,53948.0,60114.0,94,184.0,1030.0,18
2021-11-25,7991,3733.0,44847.0,4318.0,-585.0,131717.0,8600.0,65929.0,57188.0,86,189.0,1097.0,8
2021-11-26,7967,4227.0,44072.0,5843.0,-1616.0,188174.0,6994.0,121098.0,60082.0,100,198.0,1102.0,14
2021-11-27,5260,2634.0,16702.0,3110.0,-476.0,123042.0,5846.0,92707.0,24489.0,89,206.0,1108.0,16
2021-11-28,4250,352.0,4003.0,357.0,-5.0,44657.0,4914.0,31286.0,8457.0,95,211.0,1178.0,19
2021-11-29,11508,3690.0,44513.0,3675.0,15.0,110953.0,8239.0,43945.0,58769.0,117,224.0,1311.0,19
2021-11-30,10011,3690.0,49883.0,4107.0,-417.0,126633.0,9126.0,55089.0,62418.0,96,231.0,1321.0,25
2021-12-01,10469,4532.0,58673.0,5201.0,-669.0,139491.0,9034.0,54389.0,76068.0,122,228.0,1330.0,27
2021-12-02,10218,3991.0,55740.0,4109.0,-118.0,137832.0,8828.0,59039.0,69965.0,115,238.0,1319.0,24
2021-12-03,9867,4918.0,57414.0,5874.0,-956.0,210437.0,9887.0,126162.0,74388.0,116,242.0,1330.0,23
2021-12-04,6265,3699.0,27193.0,3422.0,277.0,133322.0,6974.0,89945.0,36403.0,91,236.0,1305.0,20
2021-12-05,4940,832.0,7970.0,426.0,406.0,52858.0,5909.0,33768.0,13181.0,84,245.0,1421.0,22
2021-12-06,12688,4536.0,52192.0,4683.0,-147.0,126392.0,9422.0,45856.0,71114.0,115,263.0,1561.0,32
2021-12-07,11014,4893.0,65702.0,4563.0,330.0,153443.0,11450.0,58137.0,83856.0,109,259.0,1583.0,21
2021-12-08,9920,5078.0,60034.0,5463.0,-385.0,152909.0,10794.0,63765.0,78350.0,109,254.0,1589.0,25
2021-12-09,10402,5000.0,71106.0,4999.0,1.0,180325.0,10285.0,80224.0,89816.0,107,289.0,1626.0,23
